cod_ibge,municipio,regional_idr,reg_idr_nome,meso_idr,ano,vbp_reais,producao_ton,area_ha
4106571,Cruzeiro do Iguaçu,23,Dois Vizinhos,Sudoeste,2012,118750061,127357,6712
4106605,Cruzeiro do Oeste,09,Umuarama,Noroeste,2012,131657035,1142552,26757
4106704,Cruzeiro do Sul,10,Paranavaí,Noroeste,2012,94248864,550868,13636
4106803,Cruz Machado,03,União da Vitória,Centro Sul,2012,235430684,355014,56217
4106852,Cruzmaltina,06,Ivaiporã,Norte,2012,72862276,82758,12943
4106902,Curitiba,02,Curitiba,Metropolitana e Litoral,2012,10122912,4102,218
4107009,Curiúva,14,Santo Antonio da Platina,Norte,2012,137560293,120053,22971
4107108,Diamante do Norte,10,Paranavaí,Noroeste,2012,42762697,135540,3103
4107124,Diamante do Sul,21,Laranjeiras do Sul,Centro,2012,43891619,49475,5459
4107157,Diamante d'Oeste,17,Cascavel,Oeste,2012,77712593,177265,11930
4107207,Dois Vizinhos,23,Dois Vizinhos,Sudoeste,2012,524699423,374850,28891
4107256,Douradina,09,Umuarama,Noroeste,2012,68597603,440058,9580
4107306,Doutor Camargo,11,Maringá,Noroeste,2012,54486022,82580,19034
4107405,Enéas Marques,16,Francisco Beltrão,Sudoeste,2012,202678164,317964,6756
4107504,Engenheiro Beltrão,19,Campo Mourão,Oeste,2012,144649645,810399,59333
4107520,Esperança Nova,09,Umuarama,Noroeste,2012,40585549,54060,1501
4107538,Entre Rios do Oeste,18,Toledo,Oeste,2012,110383531,178157,10566
4107546,Espigão Alto do Iguaçu,21,Laranjeiras do Sul,Centro,2012,72999732,99013,13366
4107553,Farol,19,Campo Mourão,Oeste,2012,87976821,130672,41010
4107603,Faxinal,06,Ivaiporã,Norte,2012,133839669,177001,27911
4107652,Fazenda Rio Grande,02,Curitiba,Metropolitana e Litoral,2012,31349617,26232,3114
4107702,Fênix,19,Campo Mourão,Oeste,2012,71708922,329999,29541
4107736,Fernandes Pinheiro,07,Irati,Centro Sul,2012,155502200,193334,29656
4107751,Figueira,14,Santo Antonio da Platina,Norte,2012,28539523,22299,5514
4107801,Floraí,11,Maringá,Noroeste,2012,105079799,361055,23942
4107850,Flor da Serra do Sul,16,Francisco Beltrão,Sudoeste,2012,89059220,125358,17775
4107900,Floresta,11,Maringá,Noroeste,2012,54363715,98366,25070
4108007,Florestópolis,12,Londrina,Norte,2012,69034695,577688,18765
4108106,Flórida,11,Maringá,Noroeste,2012,21977844,74317,3983
4108205,Formosa do Oeste,18,Toledo,Oeste,2012,167711378,153215,26896
4108304,Foz do Iguaçu,17,Cascavel,Oeste,2012,53846181,89303,19844
4108320,Francisco Alves,09,Umuarama,Noroeste,2012,93772600,135279,25826
4108403,Francisco Beltrão,16,Francisco Beltrão,Sudoeste,2012,591704184,580695,36036
4108452,Foz do Jordão,05,Guarapuava,Centro,2012,44861553,72875,18375
4108502,General Carneiro,03,União da Vitória,Centro Sul,2012,238673607,191094,29267
4108551,Godoy Moreira,06,Ivaiporã,Norte,2012,33241796,36151,8078
4108601,Goioerê,19,Campo Mourão,Oeste,2012,145142921,253085,56458
4108650,Goioxim,05,Guarapuava,Centro,2012,87151647,130429,35278
4108700,Grandes Rios,06,Ivaiporã,Norte,2012,60219173,59913,7416
4108809,Guaíra,18,Toledo,Oeste,2012,141216728,307717,66814
4108908,Guairaçá,10,Paranavaí,Noroeste,2012,118725170,748288,16339
4108957,Guamiranga,07,Irati,Centro Sul,2012,113942224,118931,17339
4109005,Guapirama,14,Santo Antonio da Platina,Norte,2012,89450337,134394,14654
4109104,Guaporema,22,Cianorte,Noroeste,2012,59511641,564760,8690
4109203,Guaraci,12,Londrina,Norte,2012,138319009,269791,7170
4109302,Guaraniaçu,21,Laranjeiras do Sul,Centro,2012,213054791,311266,30236
4109401,Guarapuava,05,Guarapuava,Centro,2012,530659843,734523,152247
4109500,Guaraqueçaba,01,Paranaguá,Metropolitana e Litoral,2012,27736263,21596,1530
4109609,Guaratuba,01,Paranaguá,Metropolitana e Litoral,2012,104811411,101643,6535
4109658,Honório Serpa,15,Pato Branco,Sudoeste,2012,79578522,181655,28419
4109708,Ibaiti,14,Santo Antonio da Platina,Norte,2012,253184640,1052956,31767
4109757,Ibema,17,Cascavel,Oeste,2012,71530852,153798,12022
4109807,Ibiporã,12,Londrina,Norte,2012,107259633,144231,33677
4109906,Icaraíma,09,Umuarama,Noroeste,2012,116956597,810575,18092
4110003,Iguaraçu,11,Maringá,Noroeste,2012,98037188,188133,20045
4110052,Iguatu,17,Cascavel,Oeste,2012,45938450,76357,11330
4110078,Imbaú,04,Ponta Grossa,Centro Sul,2012,29140189,28121,22412
4110102,Imbituva,07,Irati,Centro Sul,2012,231625278,244433,45790
4110201,Inácio Martins,07,Irati,Centro Sul,2012,204807954,126051,55046
4110300,Inajá,10,Paranavaí,Noroeste,2012,26535683,336995,6778
4110409,Indianópolis,22,Cianorte,Noroeste,2012,62857203,260075,6222
4110508,Ipiranga,04,Ponta Grossa,Centro Sul,2012,226436460,248504,63084
4110607,Iporã,09,Umuarama,Noroeste,2012,104059530,154612,23406
4110656,Iracema do Oeste,18,Toledo,Oeste,2012,37802366,56588,14242
4110706,Irati,07,Irati,Centro Sul,2012,280749745,338551,71657
4110805,Iretama,19,Campo Mourão,Oeste,2012,96167483,81489,13147
4110904,Itaguajé,11,Maringá,Noroeste,2012,38569379,342268,5993
4110953,Itaipulândia,17,Cascavel,Oeste,2012,122521491,196179,18562
4111001,Itambaracá,13,Cornélio Procópio,Norte,2012,80825356,545519,25778
4111100,Itambé,11,Maringá,Noroeste,2012,81254060,340016,35185
4111209,Itapejara d'Oeste,15,Pato Branco,Sudoeste,2012,188529359,221932,27547
4111258,Itaperuçu,02,Curitiba,Metropolitana e Litoral,2012,36011556,29715,12830
4111308,Itaúna do Sul,10,Paranavaí,Noroeste,2012,22853817,80052,2022
4111407,Ivaí,04,Ponta Grossa,Centro Sul,2012,137148410,133648,35119
4111506,Ivaiporã,06,Ivaiporã,Norte,2012,96770434,142173,27084
4111555,Ivaté,09,Umuarama,Noroeste,2012,65978503,862948,17143
4111605,Ivatuba,11,Maringá,Noroeste,2012,38097864,69795,16047
4111704,Jaboti,14,Santo Antonio da Platina,Norte,2012,63076763,77546,4390
4111803,Jacarezinho,14,Santo Antonio da Platina,Norte,2012,301634671,2196534,36141
4111902,Jaguapitã,12,Londrina,Norte,2012,224953580,606108,19961
4112009,Jaguariaíva,04,Ponta Grossa,Centro Sul,2012,184012023,174488,85866
4112108,Jandaia do Sul,20,Apucarana,Norte,2012,63621435,204511,9482
4112207,Janiópolis,19,Campo Mourão,Oeste,2012,79772284,140065,42386
4112306,Japira,14,Santo Antonio da Platina,Norte,2012,92377124,90995,9602
4112405,Japurá,22,Cianorte,Noroeste,2012,80615932,228051,17571
4112504,Jardim Alegre,06,Ivaiporã,Norte,2012,84981296,87285,19853
4112603,Jardim Olinda,10,Paranavaí,Noroeste,2012,28289980,245606,6447
4112702,Jataizinho,13,Cornélio Procópio,Norte,2012,43285989,57935,12026
4112751,Jesuítas,18,Toledo,Oeste,2012,155761341,179390,26061
4112801,Joaquim Távora,14,Santo Antonio da Platina,Norte,2012,161658423,104138,5133
4112900,Jundiaí do Sul,14,Santo Antonio da Platina,Norte,2012,79534768,129816,16680
4112959,Juranda,19,Campo Mourão,Oeste,2012,125098065,219522,55206
4113007,Jussara,22,Cianorte,Noroeste,2012,105961955,452786,25697
4113106,Kaloré,20,Apucarana,Norte,2012,43482596,128246,19103
4113205,Lapa,02,Curitiba,Metropolitana e Litoral,2012,458075254,453504,94842
4113254,Laranjal,05,Pitanga,Centro,2012,54745726,67748,3299
4113304,Laranjeiras do Sul,21,Laranjeiras do Sul,Centro,2012,114244041,184723,21282
4113403,Leópolis,13,Cornélio Procópio,Norte,2012,91837539,170061,38064
4113429,Lidianópolis,06,Ivaiporã,Norte,2012,37437312,47896,10835
4113452,Lindoeste,17,Cascavel,Oeste,2012,71433889,123969,10513
4113502,Loanda,10,Paranavaí,Noroeste,2012,97614235,344299,6212
4113601,Lobato,11,Maringá,Noroeste,2012,65884883,657989,14780
4113700,Londrina,12,Londrina,Norte,2012,616904516,797799,117598
4113734,Luiziana,19,Campo Mourão,Oeste,2012,199327730,312940,70962
4113759,Lunardelli,06,Ivaiporã,Norte,2012,44158348,71095,9955
4113809,Lupionópolis,12,Londrina,Norte,2012,36107030,203200,8141
4113908,Mallet,07,Irati,Centro Sul,2012,131670989,201332,35866
4114005,Mamborê,19,Campo Mourão,Oeste,2012,256148123,408312,99175
4114104,Mandaguaçu,11,Maringá,Noroeste,2012,155491837,668655,26238
4114203,Mandaguari,11,Maringá,Noroeste,2012,146851756,176718,12340
4114302,Mandirituba,02,Curitiba,Metropolitana e Litoral,2012,145600642,95530,21814
4114351,Manfrinópolis,16,Francisco Beltrão,Sudoeste,2012,77093804,82002,3688
4114401,Mangueirinha,15,Pato Branco,Sudoeste,2012,185432254,361124,60118
4114500,Manoel Ribas,06,Pitanga,Centro,2012,156845969,329472,40987
4114609,Marechal Cândido Rondon,18,Toledo,Oeste,2012,541016347,1148647,60333
4114708,Maria Helena,09,Umuarama,Noroeste,2012,73365455,277890,6890
4114807,Marialva,11,Maringá,Noroeste,2012,252039868,620384,54233
4114906,Marilândia do Sul,20,Apucarana,Norte,2012,500999187,520385,51126
4115002,Marilena,10,Paranavaí,Noroeste,2012,47131986,237391,5633
4115101,Mariluz,09,Umuarama,Noroeste,2012,71945958,252325,31862
4115200,Maringá,11,Maringá,Noroeste,2012,143955944,279641,49102
4115309,Mariópolis,15,Pato Branco,Sudoeste,2012,91612123,135554,26500
4115358,Maripá,18,Toledo,Oeste,2012,228017593,376240,43280
4115408,Marmeleiro,16,Francisco Beltrão,Sudoeste,2012,178407913,247384,23211
4115457,Marquinho,21,Laranjeiras do Sul,Centro,2012,46081269,55604,5878
4115507,Marumbi,20,Apucarana,Norte,2012,41800329,268669,8639
4115606,Matelândia,17,Cascavel,Oeste,2012,204831594,288437,20328
4115705,Matinhos,01,Paranaguá,Metropolitana e Litoral,2012,6610357,539,54
4115739,Mato Rico,05,Pitanga,Centro,2012,41972910,55593,13099
4115754,Mauá da Serra,20,Apucarana,Norte,2012,71941414,87320,10412
4115804,Medianeira,17,Cascavel,Oeste,2012,209566725,268134,25894
4115853,Mercedes,18,Toledo,Oeste,2012,105950760,191260,16485
4115903,Mirador,10,Paranavaí,Noroeste,2012,73422606,661457,11221
4116000,Miraselva,12,Londrina,Norte,2012,32711906,103403,1650
4116059,Missal,17,Cascavel,Oeste,2012,174861142,235954,31892
4116109,Moreira Sales,19,Campo Mourão,Oeste,2012,88567344,326862,28595
4116208,Morretes,01,Paranaguá,Metropolitana e Litoral,2012,32817214,37992,1770
4116307,Munhoz de Melo,11,Maringá,Noroeste,2012,96839569,240961,10836
4116406,Nossa Senhora das Graças,11,Maringá,Noroeste,2012,59296285,660464,9887
4116505,Nova Aliança do Ivaí,10,Paranavaí,Noroeste,2012,28507767,188924,3625
4116604,Nova América da Colina,13,Cornélio Procópio,Norte,2012,38679964,173174,12080
4116703,Nova Aurora,17,Cascavel,Oeste,2012,386149610,379775,63111
4116802,Nova Cantú,19,Campo Mourão,Oeste,2012,102245161,146028,33305
4116901,Nova Esperança,11,Maringá,Noroeste,2012,147590942,698209,17810
4116950,Nova Esperança do Sudoeste,23,Dois Vizinhos,Sudoeste,2012,102234121,139955,6354
4117008,Nova Fátima,13,Cornélio Procópio,Norte,2012,73147354,207929,22452
4117057,Nova Laranjeiras,21,Laranjeiras do Sul,Centro,2012,94519016,115952,14984
4117107,Nova Londrina,10,Paranavaí,Noroeste,2012,49785190,242932,5624
4117206,Nova Olímpia,09,Umuarama,Noroeste,2012,75492625,199999,2864
4117214,Nova Santa Bárbara,13,Cornélio Procópio,Norte,2012,35145820,69390,10056
4117222,Nova Santa Rosa,18,Toledo,Oeste,2012,239539955,359250,27905
4117255,Nova Prata do Iguaçu,23,Dois Vizinhos,Sudoeste,2012,149343177,236821,28821
4117271,Nova Tebas,06,Pitanga,Centro,2012,63521779,117960,9889
4117297,Novo Itacolomi,20,Apucarana,Norte,2012,73226407,53801,5000
4117305,Ortigueira,04,Ponta Grossa,Centro Sul,2012,205205748,262519,114732
4117404,Ourizona,11,Maringá,Noroeste,2012,62496927,178675,24604
4117453,Ouro Verde do Oeste,18,Toledo,Oeste,2012,132884949,175026,26497
4117503,Paiçandu,11,Maringá,Noroeste,2012,55880791,292252,22244
4117602,Palmas,15,Pato Branco,Sudoeste,2012,142182305,346015,47200
4117701,Palmeira,04,Ponta Grossa,Centro Sul,2012,393424989,414078,80826
4117800,Palmital,05,Pitanga,Centro,2012,83602721,131356,8392
4117909,Palotina,18,Toledo,Oeste,2012,449783988,465065,90743
4118006,Paraíso do Norte,10,Paranavaí,Noroeste,2012,58324776,727153,13893
4118105,Paranacity,10,Paranavaí,Noroeste,2012,72540234,1026247,19836
4118204,Paranaguá,01,Paranaguá,Metropolitana e Litoral,2012,17159074,13474,984
4118303,Paranapoema,10,Paranavaí,Noroeste,2012,29128501,261425,6953
4118402,Paranavaí,10,Paranavaí,Noroeste,2012,265146796,1041721,19430
4118451,Pato Bragado,18,Toledo,Oeste,2012,101185449,138902,10761
4118501,Pato Branco,15,Pato Branco,Sudoeste,2012,332536806,305099,49825
4118600,Paula Freitas,03,União da Vitória,Centro Sul,2012,109978089,157534,22786
4118709,Paulo Frontin,03,União da Vitória,Centro Sul,2012,112696404,119260,25913
4118808,Peabiru,19,Campo Mourão,Oeste,2012,152981424,326322,43716
4118857,Perobal,09,Umuarama,Noroeste,2012,77996965,277165,15856
4118907,Pérola,09,Umuarama,Noroeste,2012,49032652,61031,1557
4119004,Pérola d'Oeste,16,Francisco Beltrão,Sudoeste,2012,78534244,132631,17575
4119103,Piên,02,Curitiba,Metropolitana e Litoral,2012,108165723,57594,14876
4119152,Pinhais,02,Curitiba,Metropolitana e Litoral,2012,713427,962,62
4119202,Pinhalão,14,Santo Antonio da Platina,Norte,2012,98233357,77169,16004
4119251,Pinhal de São Bento,16,Francisco Beltrão,Sudoeste,2012,31780969,54582,3326
4119301,Pinhão,05,Guarapuava,Centro,2012,218167992,349258,72241
4119400,Piraí do Sul,04,Ponta Grossa,Centro Sul,2012,479758913,526419,84492
4119509,Piraquara,02,Curitiba,Metropolitana e Litoral,2012,10605344,10856,1200
4119608,Pitanga,05,Pitanga,Centro,2012,271418550,472675,71386
4119657,Pitangueiras,12,Londrina,Norte,2012,71173386,102446,12961
4119707,Planaltina do Paraná,10,Paranavaí,Noroeste,2012,52405671,176038,4286
4119806,Planalto,16,Francisco Beltrão,Sudoeste,2012,120123280,190631,24511
4119905,Ponta Grossa,04,Ponta Grossa,Centro Sul,2012,393564270,548464,135923
4119954,Pontal do Paraná,01,Paranaguá,Metropolitana e Litoral,2012,5815750,1008,142
4120002,Porecatu,12,Londrina,Norte,2012,45737389,667334,10726
4120101,Porto Amazonas,02,Curitiba,Metropolitana e Litoral,2012,46221816,52687,9690
4120150,Porto Barreiro,21,Laranjeiras do Sul,Centro,2012,52045034,66717,12434
4120200,Porto Rico,10,Paranavaí,Noroeste,2012,42269756,64127,1864
4120309,Porto Vitória,03,União da Vitória,Centro Sul,2012,44853986,110504,7422
4120333,Prado Ferreira,12,Londrina,Norte,2012,49797899,183771,14969
4120358,Pranchita,16,Francisco Beltrão,Sudoeste,2012,78947221,127480,25513
4120408,Presidente Castelo Branco,11,Maringá,Noroeste,2012,50478087,411262,9924
4120507,Primeiro de Maio,12,Londrina,Norte,2012,151702538,211012,47176
4120606,Prudentópolis,07,Irati,Centro Sul,2012,278997944,293730,92206
4120655,Quarto Centenário,19,Campo Mourão,Oeste,2012,128039771,194541,47970
4120705,Quatiguá,14,Santo Antonio da Platina,Norte,2012,116464109,504141,4155
4120804,Quatro Barras,02,Curitiba,Metropolitana e Litoral,2012,9069821,5246,2235
4120853,Quatro Pontes,18,Toledo,Oeste,2012,109516563,291279,19695
4120903,Quedas do Iguaçu,21,Laranjeiras do Sul,Centro,2012,177173185,157320,33323
4121000,Querência do Norte,10,Paranavaí,Noroeste,2012,116191270,225302,19525
4121109,Quinta do Sol,19,Campo Mourão,Oeste,2012,101891424,327849,42986
4121208,Quitandinha,02,Curitiba,Metropolitana e Litoral,2012,137584697,136369,23738
4121257,Ramilândia,17,Cascavel,Oeste,2012,68130802,120991,11302
4121307,Rancho Alegre,13,Cornélio Procópio,Norte,2012,63301198,121002,26086
4121356,Rancho Alegre D'Oeste,19,Campo Mourão,Oeste,2012,64134903,113367,31814
4121406,Realeza,16,Francisco Beltrão,Sudoeste,2012,180305015,220870,32897
4121505,Rebouças,07,Irati,Centro Sul,2012,147838568,222897,37130
4121604,Renascença,16,Francisco Beltrão,Sudoeste,2012,139569930,201605,42010
4121703,Reserva,04,Ponta Grossa,Centro Sul,2012,370904003,364289,146475
4121752,Reserva do Iguaçu,05,Guarapuava,Centro,2012,92291085,142500,33382
4121802,Ribeirão Claro,14,Santo Antonio da Platina,Norte,2012,169185814,266402,11436
4121901,Ribeirão do Pinhal,13,Cornélio Procópio,Norte,2012,65413092,167032,20345
4122008,Rio Azul,07,Irati,Centro Sul,2012,155444722,135376,28944
4122107,Rio Bom,20,Apucarana,Norte,2012,36642158,49701,9500
4122156,Rio Bonito do Iguaçu,21,Laranjeiras do Sul,Centro,2012,151067731,185779,27567
4122172,Rio Branco do Ivaí,06,Ivaiporã,Norte,2012,47341327,61070,13532
4122206,Rio Branco do Sul,02,Curitiba,Metropolitana e Litoral,2012,85801336,76513,26611
4122305,Rio Negro,02,Curitiba,Metropolitana e Litoral,2012,179593557,123866,34764
4122404,Rolândia,12,Londrina,Norte,2012,288931572,459721,52858
4122503,Roncador,19,Campo Mourão,Oeste,2012,173613117,225661,56052
4122602,Rondon,22,Cianorte,Noroeste,2012,122084389,1399586,27210
4122651,Rosário do Ivaí,06,Ivaiporã,Norte,2012,46611320,66568,3896
4122701,Sabáudia,20,Apucarana,Norte,2012,99856720,104970,16488
4122800,Salgado Filho,16,Francisco Beltrão,Sudoeste,2012,140101542,180631,10024
4122909,Salto do Itararé,14,Santo Antonio da Platina,Norte,2012,62836239,155879,14435
4123006,Salto do Lontra,23,Dois Vizinhos,Sudoeste,2012,203816011,254085,20217
4123105,Santa Amélia,13,Cornélio Procópio,Norte,2012,26826317,75048,9130
4123204,Santa Cecília do Pavão,13,Cornélio Procópio,Norte,2012,35036343,67597,12030
4123303,Santa Cruz de Monte Castelo,10,Paranavaí,Noroeste,2012,91031435,154313,13444
4123402,Santa Fé,11,Maringá,Noroeste,2012,109549428,406488,14427
4123501,Santa Helena,18,Toledo,Oeste,2012,427505026,630124,54769
4123600,Santa Inês,11,Maringá,Noroeste,2012,28934629,261721,4144
4123709,Santa Isabel do Ivaí,10,Paranavaí,Noroeste,2012,73654123,141278,7419
4123808,Santa Izabel do Oeste,16,Francisco Beltrão,Sudoeste,2012,154825145,211412,24222
4123824,Santa Lúcia,17,Cascavel,Oeste,2012,76128165,148805,12566
4123857,Santa Maria do Oeste,05,Pitanga,Centro,2012,77031980,127197,18351
4123907,Santa Mariana,13,Cornélio Procópio,Norte,2012,149632638,649630,59489
4123956,Santa Mônica,10,Paranavaí,Noroeste,2012,53457315,259563,8473
4124004,Santana do Itararé,14,Santo Antonio da Platina,Norte,2012,95234388,189932,17906
4124020,Santa Tereza do Oeste,17,Cascavel,Oeste,2012,152089963,311788,44842
4124053,Santa Terezinha de Itaipu,17,Cascavel,Oeste,2012,77483861,123570,32314
4124103,Santo Antônio da Platina,14,Santo Antonio da Platina,Norte,2012,209157393,628676,36601
4124202,Santo Antônio do Caiuá,10,Paranavaí,Noroeste,2012,24817257,120912,2472
4124301,Santo Antônio do Paraíso,13,Cornélio Procópio,Norte,2012,45628526,132197,18262
4124400,Santo Antônio do Sudoeste,16,Francisco Beltrão,Sudoeste,2012,199657534,201361,22482
4124509,Santo Inácio,11,Maringá,Noroeste,2012,69559704,766163,11094
4124608,São Carlos do Ivaí,10,Paranavaí,Noroeste,2012,62521455,832435,15814
4124707,São Jerônimo da Serra,13,Cornélio Procópio,Norte,2012,103497252,140338,32417
4124806,São João,15,Pato Branco,Sudoeste,2012,166358021,314189,36647
4124905,São João do Caiuá,10,Paranavaí,Noroeste,2012,50947369,245865,5396
4125001,São João do Ivaí,06,Ivaiporã,Norte,2012,102259189,344960,41069
4125100,São João do Triunfo,04,Ponta Grossa,Centro Sul,2012,131089797,66787,16944
