cod_ibge,municipio,regional_idr,reg_idr_nome,meso_idr,ano,vbp_reais,producao_ton,area_ha
4122107,Rio Bom,20,Apucarana,Norte,2024,172519075,76211,21402
4122156,Rio Bonito do Iguaçu,21,Laranjeiras do Sul,Centro,2024,656580410,387751,96033
4122172,Rio Branco do Ivaí,06,Ivaiporã,Norte,2024,165798401,98570,40059
4122206,Rio Branco do Sul,02,Curitiba,Metropolitana e Litoral,2024,221250083,54898,28234
4122305,Rio Negro,02,Curitiba,Metropolitana e Litoral,2024,383983258,97103,58578
4122404,Rolândia,12,Londrina,Norte,2024,524320302,238348,70221
4122503,Roncador,19,Campo Mourão,Oeste,2024,610959035,270877,98910
4122602,Rondon,22,Cianorte,Noroeste,2024,370643652,874078,37065
4122651,Rosário do Ivaí,06,Ivaiporã,Norte,2024,199294610,67843,36816
4122701,Sabáudia,20,Apucarana,Norte,2024,293581415,106208,27275
4122800,Salgado Filho,16,Francisco Beltrão,Sudoeste,2024,317664704,209888,18724
4122909,Salto do Itararé,14,Santo Antonio da Platina,Norte,2024,149795653,179600,22364
4123006,Salto do Lontra,23,Dois Vizinhos,Sudoeste,2024,766297858,353116,36683
4123105,Santa Amélia,13,Cornélio Procópio,Norte,2024,78160738,60636,12332
4123204,Santa Cecília do Pavão,13,Cornélio Procópio,Norte,2024,69908933,32697,13056
4123303,Santa Cruz de Monte Castelo,10,Paranavaí,Noroeste,2024,291297502,108217,40271
4123402,Santa Fé,11,Maringá,Noroeste,2024,370773927,425553,28983
4123501,Santa Helena,18,Toledo,Oeste,2024,2484807127,739936,73152
4123600,Santa Inês,11,Maringá,Noroeste,2024,86750106,353388,10146
4123709,Santa Isabel do Ivaí,10,Paranavaí,Noroeste,2024,281229128,228570,33012
4123808,Santa Izabel do Oeste,16,Francisco Beltrão,Sudoeste,2024,811325605,357397,44356
4123824,Santa Lúcia,17,Cascavel,Oeste,2024,217937865,92917,21109
4123857,Santa Maria do Oeste,05,Pitanga,Centro,2024,459006703,290853,68366
4123907,Santa Mariana,13,Cornélio Procópio,Norte,2024,293062093,413590,63380
4123956,Santa Mônica,10,Paranavaí,Noroeste,2024,184588155,360027,26626
4124004,Santana do Itararé,14,Santo Antonio da Platina,Norte,2024,264627193,337264,34354
4124020,Santa Tereza do Oeste,17,Cascavel,Oeste,2024,465548196,277574,51191
4124053,Santa Terezinha de Itaipu,17,Cascavel,Oeste,2024,278472612,177082,47677
4124103,Santo Antônio da Platina,14,Santo Antonio da Platina,Norte,2024,613461740,588003,77401
4124202,Santo Antônio do Caiuá,10,Paranavaí,Noroeste,2024,90489618,109545,20311
4124301,Santo Antônio do Paraíso,13,Cornélio Procópio,Norte,2024,122697918,78129,18782
4124400,Santo Antônio do Sudoeste,16,Francisco Beltrão,Sudoeste,2024,975145417,284199,33182
4124509,Santo Inácio,11,Maringá,Noroeste,2024,213943219,794342,24347
4124608,São Carlos do Ivaí,10,Paranavaí,Noroeste,2024,154395587,617473,19405
4124707,São Jerônimo da Serra,13,Cornélio Procópio,Norte,2024,328533754,156960,79373
4124806,São João,15,Pato Branco,Sudoeste,2024,573412166,346955,70032
4124905,São João do Caiuá,10,Paranavaí,Noroeste,2024,214255722,214023,29754
4125001,São João do Ivaí,06,Ivaiporã,Norte,2024,308506719,220113,49638
4125100,São João do Triunfo,04,Ponta Grossa,Centro Sul,2024,569344404,110433,78072
4125209,São Jorge d'Oeste,23,Dois Vizinhos,Sudoeste,2024,681501142,402808,42843
4125308,São Jorge do Ivaí,11,Maringá,Noroeste,2024,484870540,258502,55524
4125357,São Jorge do Patrocínio,09,Umuarama,Noroeste,2024,224379071,120885,51275
4125407,São José da Boa Vista,14,Santo Antonio da Platina,Norte,2024,249339041,160031,39330
4125456,São José das Palmeiras,18,Toledo,Oeste,2024,201719828,96160,19501
4125506,São José dos Pinhais,02,Curitiba,Metropolitana e Litoral,2024,904087410,298421,25846
4125555,São Manoel do Paraná,22,Cianorte,Noroeste,2024,429624175,341651,13518
4125605,São Mateus do Sul,03,União da Vitória,Centro Sul,2024,974833440,472178,104635
4125704,São Miguel do Iguaçu,17,Cascavel,Oeste,2024,1780837843,782303,122747
4125753,São Pedro do Iguaçu,18,Toledo,Oeste,2024,491270718,217007,35919
4125803,São Pedro do Ivaí,06,Ivaiporã,Norte,2024,218237086,350234,36700
4125902,São Pedro do Paraná,10,Paranavaí,Noroeste,2024,129407530,191626,20189
4126009,São Sebastião da Amoreira,13,Cornélio Procópio,Norte,2024,204994752,212164,38281
4126108,São Tomé,22,Cianorte,Noroeste,2024,258009596,652150,20011
4126207,Sapopema,13,Cornélio Procópio,Norte,2024,191864056,107847,63224
4126256,Sarandi,11,Maringá,Noroeste,2024,116749016,54249,12682
4126272,Saudade do Iguaçu,15,Pato Branco,Sudoeste,2024,295401532,289396,17160
4126306,Sengés,04,Ponta Grossa,Centro Sul,2024,502548283,212517,138865
4126355,Serranópolis do Iguaçu,17,Cascavel,Oeste,2024,662328574,218974,56538
4126405,Sertaneja,13,Cornélio Procópio,Norte,2024,260344128,204712,64546
4126504,Sertanópolis,12,Londrina,Norte,2024,462263857,276043,70856
4126603,Siqueira Campos,14,Santo Antonio da Platina,Norte,2024,465776058,168047,26710
4126652,Sulina,15,Pato Branco,Sudoeste,2024,441644974,403585,29431
4126678,Tamarana,12,Londrina,Norte,2024,419093308,227778,48137
4126702,Tamboara,10,Paranavaí,Noroeste,2024,173807718,393257,16134
4126801,Tapejara,22,Cianorte,Noroeste,2024,382316495,1135153,56102
4126900,Tapira,09,Umuarama,Noroeste,2024,268648726,390702,45500
4127007,Teixeira Soares,07,Irati,Centro Sul,2024,918945034,499341,116098
4127106,Telêmaco Borba,04,Ponta Grossa,Centro Sul,2024,511467423,113191,129789
4127205,Terra Boa,19,Campo Mourão,Oeste,2024,587716683,605770,39157
4127304,Terra Rica,10,Paranavaí,Noroeste,2024,425941139,846465,51375
4127403,Terra Roxa,18,Toledo,Oeste,2024,748450238,348381,133602
4127502,Tibagi,04,Ponta Grossa,Centro Sul,2024,1629313848,951648,325444
4127601,Tijucas do Sul,02,Curitiba,Metropolitana e Litoral,2024,224147474,70785,60224
4127700,Toledo,18,Toledo,Oeste,2024,4720354755,1812418,157756
4127809,Tomazina,14,Santo Antonio da Platina,Norte,2024,572621644,275737,56260
4127858,Três Barras do Paraná,17,Cascavel,Oeste,2024,799161367,369362,67406
4127882,Tunas do Paraná,02,Curitiba,Metropolitana e Litoral,2024,130526209,31320,21500
4127908,Tuneiras do Oeste,22,Cianorte,Noroeste,2024,484638277,718913,76764
4127957,Tupãssi,18,Toledo,Oeste,2024,746393763,347766,51625
4127965,Turvo,05,Guarapuava,Centro,2024,465530167,255961,56712
4128005,Ubiratã,19,Campo Mourão,Oeste,2024,1283209045,628181,114529
4128104,Umuarama,09,Umuarama,Noroeste,2024,1002268068,776111,102814
4128203,União da Vitória,03,União da Vitória,Centro Sul,2024,287187662,121659,35490
4128302,Uniflor,11,Maringá,Noroeste,2024,147820415,183638,11469
4128401,Uraí,13,Cornélio Procópio,Norte,2024,216128451,109737,31090
4128500,Wenceslau Braz,14,Santo Antonio da Platina,Norte,2024,352129158,183058,44944
4128534,Ventania,04,Ponta Grossa,Centro Sul,2024,447738824,221462,92599
4128559,Vera Cruz do Oeste,17,Cascavel,Oeste,2024,549493835,321036,54394
4128609,Verê,16,Francisco Beltrão,Sudoeste,2024,792799507,364062,47852
4128625,Alto Paraíso,09,Umuarama,Noroeste,2024,439925206,181942,94118
4128633,Doutor Ulysses,02,Curitiba,Metropolitana e Litoral,2024,298239027,108948,26119
4128658,Virmond,21,Laranjeiras do Sul,Centro,2024,184568335,101084,27756
4128708,Vitorino,15,Pato Branco,Sudoeste,2024,461693236,274785,60091
4128807,Xambrê,09,Umuarama,Noroeste,2024,178310800,114430,36652
